SHOW_ID,TITLE,TYPE,GENRE,RELEASE_DATE,RATING,DURATION,COUNTRY,DIRECTOR,CAST,DATE_ADDED,DESCRIPTION
s1128,Narcos,TV Show,,10-11-2006,Not Rated,NIL,UK,John Doe,"Actor D, Actor F, Actor A, Actor C, Actor B",,A thrilling story of survival.
s1280,You,Movie,Crime,28-09-2019,8.3,NIL,USA,NIL,"Actor F, Actor B, Actor E, Actor A, Actor C",20-04-2011,Based on true events.
s4998,Squid Game,TV Show,Thriller,10-12-2004,Not Rated,123 min,India,Multiple Directors,,18-07-2009,An unexpected journey.
s247,The Night Agent,TV Show,Crime,11-06-2009,7.7,NIL,,Jane Smith,"Actor E, Actor F, Actor B",24-11-2023,NIL
s4700,The Witcher,,Horror,22-09-2005,,NIL,India,Jane Smith,"Actor D, Actor C",,NIL
s4300,Black Mirror,,,02-05-2018,NIL,108 min,Germany,Multiple Directors,,01-08-2000,"Love, betrayal, and drama unfold."
s3201,Wednesday,TV Show,Comedy,18-04-2007,Not Rated,NIL,South Korea,Multiple Directors,Actor B,21-06-2000,"Love, betrayal, and drama unfold."
s4898,Peaky Blinders,Movie,Sci-Fi,07-07-2001,NIL,8 Seasons,,Jane Smith,Actor E,NIL,A thrilling story of survival.
s3729,Bird Box,TV Show,Romance,04-08-2019,NIL,NIL,France,Multiple Directors,,NIL,NIL
,Dark,Movie,Action,21-12-2017,6.3,NIL,Germany,NIL,"Actor C, Actor D, Actor E, Actor A, Actor F",27-09-2009,"Love, betrayal, and drama unfold."
s4555,Peaky Blinders,Movie,Crime,,NIL,114 min,USA,John Doe,"Actor A, Actor C, Actor D, Actor E",12-12-2000,NIL
s3308,Red Notice,TV Show,Horror,,5.6,NIL,USA,Jane Smith,"Actor C, Actor E, Actor A, Actor B",16-12-2000,
s3534,Extraction,TV Show,Drama,30-05-2014,Not Rated,75 min,South Korea,Jane Smith,"Actor F, Actor D",,An unexpected journey.
s2556,The Witcher,Movie,Unknown/Documentary,,9.3,,USA,John Doe,"Actor A, Actor B, Actor C",16-07-2007,A thrilling story of survival.
s3619,NIL,Movie,Comedy,,6.2,,France,NIL,"Actor A, Actor D, Actor B, Actor E",17-01-2023,Based on true events.
s2104,The Night Agent,Movie,Sci-Fi,26-02-2013,9.2,178 min,South Korea,Multiple Directors,"Actor A, Actor B, Actor E",24-01-2001,NIL
s2248,Wednesday,Movie,Sci-Fi,25-10-2016,Not Rated,116 min,USA,Multiple Directors,,02-10-2002,An unexpected journey.
s3764,Breaking Bad,TV Show,Comedy,28-09-2019,Not Rated,7 Seasons,Japan,,"Actor D, Actor C",24-11-2016,Based on true events.
s4807,Narcos,Movie,Action,,NIL,NIL,India,John Doe,"Actor C, Actor B, Actor D, Actor A, Actor F",22-08-2016,Based on true events.
s1500,,Movie,Horror,,6.3,NIL,USA,Multiple Directors,"Actor C, Actor F",,A thrilling story of survival.
s669,Breaking Bad,TV Show,Romance,12-05-2020,,NIL,Spain,NIL,Actor E,NIL,An unexpected journey.
s2945,Stranger Things,Movie,Romance,25-10-2015,Not Rated,6 Seasons,Canada,Multiple Directors,"Actor D, Actor B, Actor A, Actor E",29-06-2007,Based on true events.
s3734,Wednesday,Movie,Drama,,,5 Seasons,UK,Jane Smith,"Actor D, Actor F, Actor C, Actor E",07-03-2010,
s4203,Dark,Movie,,29-11-2008,,71 min,,,"Actor F, Actor A, Actor E, Actor B, Actor C",16-10-2021,
s3438,The Night Agent,TV Show,Crime,06-06-2003,4.1,NIL,UK,John Doe,,30-06-2018,An unexpected journey.
s3936,You,Movie,Unknown/Sci-Fi,18-08-2021,5.5,NIL,Spain,Multiple Directors,Actor D,25-03-2024,NIL
s327,The Irishman,Movie,Thriller,28-07-2012,NIL,5 Seasons,South Korea,John Doe,"Actor A, Actor F",NIL,NIL
s4657,Narcos,TV Show,Drama,15-01-2002,NIL,NIL,Spain,John Doe,"Actor B, Actor D, Actor F",08-12-2009,"Love, betrayal, and drama unfold."
s39,Black Mirror,TV Show,Romance,,NIL,NIL,South Korea,NIL,"Actor E, Actor A, Actor B, Actor C",31-01-2002,An unexpected journey.
s3098,,Movie,Comedy,03-06-2004,4.9,,South Korea,John Doe,"Actor D, Actor C, Actor E",NIL,"Love, betrayal, and drama unfold."
s1689,NIL,TV Show,Romance,20-12-2018,NIL,NIL,South Korea,NIL,"Actor A, Actor D",02-03-2015,NIL
s4575,Black Mirror,TV Show,Sci-Fi,05-02-2015,8.2,2 Seasons,Japan,NIL,"Actor B, Actor A, Actor E, Actor C, Actor F",NIL,NIL
s4727,Narcos,TV Show,,05-03-2000,Not Rated,NIL,South Korea,Multiple Directors,"Actor D, Actor B, Actor F, Actor E, Actor C",10-03-2010,"Love, betrayal, and drama unfold."
,Breaking Bad,TV Show,Drama,24-05-2015,NIL,NIL,Japan,Multiple Directors,"Actor B, Actor F, Actor D, Actor E",02-05-2023,"Love, betrayal, and drama unfold."
s2763,Dark,Movie,Action,31-08-2003,Not Rated,NIL,UK,NIL,"Actor C, Actor A, Actor B, Actor F",04-04-2004,A thrilling story of survival.
s868,The Irishman,Movie,Romance,,Not Rated,NIL,South Korea,,"Actor E, Actor A, Actor B, Actor C",18-11-2018,"Love, betrayal, and drama unfold."
s660,Bird Box,TV Show,Documentary,07-08-2004,NIL,,,John Doe,Actor B,,"Love, betrayal, and drama unfold."
s1118,Lucifer,TV Show,Comedy,11-04-2011,NIL,NIL,Japan,Jane Smith,Actor A,,NIL
s2421,Narcos,Movie,Horror,17-06-2005,NIL,NIL,,NIL,"Actor E, Actor D, Actor B",NIL,Based on true events.
s1542,Dark,,Crime,06-05-2021,5.6,NIL,India,,Actor C,12-03-2014,An unexpected journey.
s2439,,TV Show,Thriller,02-03-2021,NIL,168 min,South Korea,NIL,"Actor F, Actor D, Actor E, Actor C",,NIL
,Stranger Things,TV Show,Crime,04-03-2017,NIL,NIL,UK,NIL,"Actor A, Actor F, Actor B",09-11-2024,
s1804,The Witcher,Movie,Sci-Fi,07-02-2017,4.2,NIL,USA,Jane Smith,,NIL,
s416,Black Mirror,TV Show,Action,,NIL,6 Seasons,South Korea,NIL,"Actor D, Actor A, Actor F, Actor E",NIL,Based on true events.
s2685,Narcos,TV Show,,22-03-2010,NIL,NIL,Japan,John Doe,"Actor A, Actor F, Actor E",23-10-2000,A thrilling story of survival.
s4234,Red Notice,Movie,Romance,21-04-2005,Not Rated,8 Seasons,India,NIL,"Actor A, Actor F, Actor E, Actor C",12-03-2004,NIL
s1133,Lucifer,Movie,Romance,29-08-2023,Not Rated,,Spain,NIL,"Actor C, Actor B, Actor A, Actor F",22-12-2009,NIL
,Peaky Blinders,TV Show,Romance,13-02-2020,NIL,NIL,USA,,"Actor C, Actor A, Actor D, Actor F",,NIL
,Money Heist,Movie,Crime,,NIL,,Japan,John Doe,,NIL,"Love, betrayal, and drama unfold."
s3436,You,TV Show,,08-07-2004,NIL,NIL,UK,John Doe,"Actor F, Actor B, Actor E, Actor D, Actor A",04-07-2001,Based on true events.
s4672,The Night Agent,,Comedy,26-05-2005,,8 Seasons,,NIL,,,NIL
s2573,Narcos,TV Show,Horror,12-11-2020,8.2,NIL,USA,Multiple Directors,Actor C,13-02-2005,A thrilling story of survival.
s459,Red Notice,Movie,Drama,09-06-2021,Not Rated,NIL,UK,NIL,"Actor C, Actor F",13-12-2009,NIL
,,TV Show,,,Not Rated,1 Seasons,UK,Jane Smith,,16-11-2017,
s2387,Bird Box,Movie,Thriller,08-05-2005,NIL,NIL,India,,"Actor B, Actor D, Actor A, Actor E, Actor C",15-02-2019,"Love, betrayal, and drama unfold."
s3984,,Movie,Comedy,25-03-2010,Not Rated,NIL,South Korea,NIL,"Actor B, Actor A, Actor D",18-04-2003,"Love, betrayal, and drama unfold."
s2682,Stranger Things,TV Show,Thriller,24-07-2016,NIL,77 min,India,John Doe,"Actor A, Actor F, Actor D, Actor B, Actor E",14-04-2016,A thrilling story of survival.
s384,The Irishman,TV Show,Drama,,Not Rated,105 min,France,Jane Smith,"Actor A, Actor D",10-01-2007,An unexpected journey.
s913,NIL,TV Show,,28-01-2010,Not Rated,119 min,France,John Doe,Actor F,31-07-2020,An unexpected journey.
s962,The Night Agent,TV Show,Thriller,06-09-2002,Not Rated,7 Seasons,France,Multiple Directors,Actor B,13-05-2010,Based on true events.
s1273,The Irishman,Movie,Comedy,28-06-2017,NIL,171 min,Japan,Multiple Directors,"Actor C, Actor E, Actor D, Actor A, Actor F",06-06-2013,NIL
s922,The Witcher,Movie,Thriller,27-06-2011,,140 min,,NIL,Actor B,08-08-2011,"Love, betrayal, and drama unfold."
s1904,,Movie,Drama,22-06-2001,5.7,NIL,Canada,NIL,"Actor F, Actor D, Actor C, Actor A",24-10-2011,NIL
,NIL,Movie,Drama,,8.2,NIL,India,Multiple Directors,"Actor E, Actor F, Actor B, Actor C",05-02-2004,NIL
s4667,Extraction,TV Show,Unknown/Drama,24-10-2007,Not Rated,153 min,UK,Multiple Directors,"Actor C, Actor B, Actor F",13-10-2010,NIL
s1847,Lucifer,TV Show,Thriller,18-11-2021,NIL,NIL,Spain,NIL,,NIL,
s904,,TV Show,Drama,,NIL,NIL,India,NIL,Actor E,30-11-2023,An unexpected journey.
s1732,Extraction,TV Show,Unknown/Documentary,13-08-2016,NIL,NIL,France,Multiple Directors,"Actor F, Actor A, Actor C",19-08-2008,
s262,Dark,,Horror,22-01-2003,NIL,NIL,,NIL,"Actor F, Actor A",05-09-2000,An unexpected journey.
,Breaking Bad,TV Show,Sci-Fi,29-06-2016,6.9,NIL,Germany,John Doe,"Actor D, Actor B, Actor C, Actor E",21-06-2002,An unexpected journey.
s1210,Peaky Blinders,TV Show,Unknown/Comedy,12-10-2017,6,120 min,France,,,NIL,
s2276,Squid Game,Movie,Comedy,,NIL,NIL,Spain,Multiple Directors,"Actor F, Actor B, Actor E, Actor D",,NIL
s108,The Irishman,Movie,,22-03-2008,8.1,NIL,Canada,NIL,Actor C,16-07-2011,"Love, betrayal, and drama unfold."
s752,You,Movie,Comedy,08-07-2019,Not Rated,3 Seasons,South Korea,,,12-09-2017,A thrilling story of survival.
s4662,Money Heist,TV Show,Crime,09-02-2005,NIL,NIL,France,NIL,"Actor F, Actor A, Actor C, Actor B, Actor E",NIL,A thrilling story of survival.
s2728,,Movie,Comedy,31-03-2000,Not Rated,NIL,,NIL,,18-03-2013,
s2728,,Movie,Comedy,31-03-2000,Not Rated,NIL,,NIL,,18-03-2013,
s4233,Breaking Bad,Movie,Romance,06-05-2012,8.1,81 min,UK,Multiple Directors,"Actor E, Actor C, Actor A",NIL,"Love, betrayal, and drama unfold."
s1508,Breaking Bad,Movie,Unknown/Horror,,NIL,148 min,Canada,NIL,"Actor B, Actor F, Actor E, Actor D, Actor C",09-02-2004,A thrilling story of survival.
s2174,,TV Show,Sci-Fi,03-07-2022,Not Rated,147 min,India,Jane Smith,Actor A,NIL,NIL
s1124,,Movie,Thriller,,NIL,,India,NIL,"Actor F, Actor B, Actor A, Actor D, Actor E",NIL,
s1385,Bird Box,TV Show,Crime,15-01-2014,NIL,NIL,Canada,NIL,"Actor D, Actor F, Actor C, Actor E, Actor A",NIL,A thrilling story of survival.
,Enola Holmes,TV Show,Unknown/Thriller,,7.1,NIL,Germany,John Doe,Actor E,26-05-2002,A thrilling story of survival.
,Breaking Bad,TV Show,Thriller,03-03-2016,4.6,NIL,France,Jane Smith,"Actor E, Actor F, Actor C",24-08-2013,NIL
s2606,Peaky Blinders,TV Show,Unknown/Comedy,05-08-2011,Not Rated,6 Seasons,Germany,,"Actor B, Actor E, Actor D, Actor F",14-09-2004,NIL
s3494,,TV Show,Crime,26-04-2023,Not Rated,NIL,Canada,NIL,"Actor B, Actor A, Actor E, Actor F",02-09-2017,"Love, betrayal, and drama unfold."
s251,Red Notice,Movie,,09-04-2014,NIL,101 min,,NIL,"Actor C, Actor D, Actor F",09-04-2005,A thrilling story of survival.
s2567,You,,Thriller,,4.4,112 min,India,NIL,"Actor D, Actor F, Actor E, Actor B",,
,Breaking Bad,Movie,Sci-Fi,17-11-2013,7.4,NIL,USA,NIL,Actor A,NIL,A thrilling story of survival.
s4084,The Crown,Movie,Sci-Fi,13-02-2006,Not Rated,77 min,UK,,"Actor B, Actor C, Actor D",06-06-2006,NIL
s4592,You,TV Show,,28-12-2002,Not Rated,NIL,,NIL,"Actor F, Actor E",23-06-2022,Based on true events.
s1305,The Night Agent,Movie,Romance,,7.4,8 Seasons,Germany,Multiple Directors,Actor B,,Based on true events.
s4117,NIL,TV Show,,10-10-2016,NIL,NIL,Germany,NIL,"Actor D, Actor B, Actor E",23-10-2004,An unexpected journey.
s3149,Bird Box,TV Show,,08-06-2012,6,NIL,Japan,NIL,"Actor A, Actor F, Actor B, Actor E",28-07-2001,"Love, betrayal, and drama unfold."
s1011,,TV Show,Documentary,28-09-2011,Not Rated,NIL,Spain,Multiple Directors,,18-05-2021,A thrilling story of survival.
s3391,Narcos,Movie,Unknown/Documentary,22-07-2024,7.1,NIL,India,,"Actor B, Actor F, Actor D, Actor C",,NIL
s226,The Witcher,TV Show,Documentary,21-04-2020,Not Rated,5 Seasons,UK,John Doe,Actor E,16-05-2006,A thrilling story of survival.
s3760,,TV Show,Sci-Fi,03-07-2015,NIL,NIL,,Jane Smith,"Actor B, Actor D",02-04-2015,A thrilling story of survival.
s4348,Enola Holmes,TV Show,Romance,28-11-2000,8.5,81 min,France,NIL,Actor B,11-04-2006,NIL
s529,Dark,TV Show,Action,02-11-2011,8.6,,Japan,Multiple Directors,"Actor F, Actor D",28-05-2021,NIL
s3499,Lucifer,Movie,Comedy,06-06-2012,7.4,1 Seasons,USA,Jane Smith,"Actor C, Actor A, Actor B, Actor F",25-08-2004,An unexpected journey.
,You,Movie,,09-02-2013,NIL,3 Seasons,South Korea,NIL,Actor E,29-06-2017,An unexpected journey.
s2415,Dark,Movie,,,NIL,NIL,India,John Doe,"Actor C, Actor B, Actor F, Actor D, Actor A",01-04-2021,"Love, betrayal, and drama unfold."
s2085,Bird Box,Movie,,05-01-2009,,NIL,India,NIL,"Actor E, Actor A",15-09-2012,A thrilling story of survival.
,NIL,TV Show,Action,18-02-2011,NIL,NIL,Spain,NIL,"Actor A, Actor D, Actor E, Actor B",26-02-2010,
s1278,Ozark,TV Show,Horror,,Not Rated,NIL,South Korea,Multiple Directors,"Actor A, Actor D, Actor F",19-06-2011,
s3217,You,TV Show,Crime,30-10-2017,,4 Seasons,France,,"Actor B, Actor D, Actor A, Actor F, Actor C",25-11-2022,"Love, betrayal, and drama unfold."
s4472,NIL,Movie,,,4.2,,,Multiple Directors,"Actor F, Actor D, Actor C",,An unexpected journey.
s3301,Enola Holmes,,,09-10-2018,NIL,,France,NIL,,16-09-2008,An unexpected journey.
s3832,Narcos,TV Show,Horror,02-03-2004,5.4,NIL,France,NIL,,21-03-2009,Based on true events.
s2622,Ozark,Movie,Documentary,02-01-2016,Not Rated,NIL,Canada,John Doe,"Actor C, Actor B, Actor F, Actor D",,NIL
s4057,The Witcher,Movie,Unknown/Romance,20-03-2000,NIL,NIL,India,Jane Smith,,NIL,An unexpected journey.
s827,Peaky Blinders,Movie,Unknown/Documentary,29-01-2004,Not Rated,NIL,France,John Doe,Actor C,14-03-2014,Based on true events.
s1265,Breaking Bad,Movie,Drama,10-04-2015,NIL,NIL,Canada,Multiple Directors,"Actor D, Actor E",31-01-2009,Based on true events.
,Red Notice,,Drama,19-07-2000,Not Rated,NIL,India,NIL,"Actor C, Actor F",08-04-2021,"Love, betrayal, and drama unfold."
s4345,Enola Holmes,,Crime,29-04-2003,5.7,4 Seasons,Japan,NIL,"Actor C, Actor E, Actor B, Actor D, Actor A",20-09-2020,"Love, betrayal, and drama unfold."
s558,The Night Agent,TV Show,Comedy,12-07-2014,5.6,169 min,Germany,NIL,"Actor D, Actor C, Actor F, Actor A, Actor E",01-01-2012,NIL
s1783,You,Movie,Romance,28-04-2007,Not Rated,133 min,Canada,Jane Smith,"Actor E, Actor D",31-05-2006,NIL
s3246,Enola Holmes,Movie,Sci-Fi,29-01-2013,7.8,7 Seasons,,Multiple Directors,"Actor E, Actor D",NIL,NIL
s4676,Bird Box,Movie,Documentary,28-03-2023,Not Rated,,India,NIL,"Actor F, Actor D",11-09-2019,"Love, betrayal, and drama unfold."
s2696,The Crown,TV Show,Sci-Fi,13-01-2010,Not Rated,NIL,Germany,Multiple Directors,"Actor B, Actor E, Actor A, Actor D, Actor C",NIL,"Love, betrayal, and drama unfold."
s1937,Money Heist,Movie,Thriller,04-01-2000,,NIL,India,,"Actor A, Actor E",22-08-2021,A thrilling story of survival.
s4074,Lucifer,TV Show,Horror,,4.4,NIL,South Korea,NIL,"Actor D, Actor B, Actor E, Actor A, Actor F",12-02-2004,NIL
s2518,Breaking Bad,TV Show,Documentary,,5.5,,Canada,,Actor B,24-11-2011,Based on true events.
s3077,Bird Box,Movie,Action,09-05-2022,NIL,NIL,UK,Jane Smith,Actor B,02-08-2009,A thrilling story of survival.
s4945,You,,Comedy,18-07-2003,Not Rated,166 min,UK,NIL,,08-10-2024,A thrilling story of survival.
s4024,The Irishman,,Action,27-10-2002,Not Rated,3 Seasons,UK,,"Actor B, Actor D, Actor C",06-01-2010,
s4632,Narcos,Movie,Crime,27-03-2005,6.2,3 Seasons,USA,NIL,Actor C,,"Love, betrayal, and drama unfold."
s3691,Ozark,TV Show,Thriller,,NIL,NIL,Japan,John Doe,"Actor F, Actor E, Actor C, Actor A",04-11-2023,
s4549,Lucifer,TV Show,Drama,12-07-2018,,NIL,,John Doe,"Actor F, Actor D",16-07-2005,An unexpected journey.
s4289,You,TV Show,Horror,03-11-2022,4.3,NIL,Canada,John Doe,"Actor F, Actor E",14-06-2008,A thrilling story of survival.
s269,You,Movie,Thriller,03-07-2003,Not Rated,7 Seasons,France,NIL,"Actor E, Actor B",23-01-2015,"Love, betrayal, and drama unfold."
s41,Peaky Blinders,Movie,Comedy,13-03-2024,,165 min,Germany,John Doe,,NIL,NIL
s3203,,Movie,Documentary,03-08-2016,Not Rated,80 min,USA,NIL,"Actor D, Actor B, Actor A, Actor F",17-10-2001,NIL
s3593,The Witcher,Movie,Drama,02-12-2000,Not Rated,108 min,,NIL,Actor D,28-07-2014,NIL
s4650,,Movie,Action,03-07-2007,9.4,4 Seasons,Japan,NIL,Actor B,NIL,
s515,Bird Box,Movie,Documentary,01-06-2019,Not Rated,123 min,France,John Doe,"Actor E, Actor C",17-09-2013,"Love, betrayal, and drama unfold."
,The Witcher,Movie,Sci-Fi,12-12-2012,,,Germany,John Doe,"Actor E, Actor D, Actor C",12-11-2021,NIL
s2307,Lucifer,TV Show,Unknown/Sci-Fi,24-10-2019,,NIL,,Multiple Directors,,30-05-2015,NIL
s4288,Ozark,Movie,,05-12-2003,Not Rated,68 min,India,Jane Smith,"Actor E, Actor F, Actor D",,An unexpected journey.
s3524,NIL,Movie,Romance,26-06-2024,Not Rated,NIL,UK,NIL,"Actor F, Actor A, Actor D, Actor C",,"Love, betrayal, and drama unfold."
s321,,Movie,Sci-Fi,18-03-2022,4.2,NIL,UK,John Doe,"Actor E, Actor F",,
s1776,Dark,TV Show,Action,11-04-2023,NIL,4 Seasons,USA,NIL,,NIL,
s1999,Breaking Bad,,Romance,10-08-2011,NIL,110 min,India,John Doe,"Actor F, Actor B, Actor C, Actor E, Actor A",15-03-2002,
s3867,Black Mirror,TV Show,Crime,02-01-2023,Not Rated,5 Seasons,Spain,John Doe,"Actor F, Actor B, Actor A",13-10-2022,
s519,The Witcher,Movie,Comedy,07-05-2011,8.3,180 min,Canada,Multiple Directors,"Actor D, Actor A, Actor E, Actor C, Actor B",22-02-2012,"Love, betrayal, and drama unfold."
s4347,Peaky Blinders,Movie,,29-07-2023,Not Rated,129 min,USA,Jane Smith,"Actor D, Actor F, Actor A",28-10-2005,An unexpected journey.
s2393,NIL,,Documentary,25-08-2018,Not Rated,NIL,Canada,Multiple Directors,"Actor B, Actor E, Actor C, Actor D",02-12-2013,Based on true events.
s601,The Crown,Movie,Action,,9.5,8 Seasons,UK,John Doe,"Actor B, Actor E",13-03-2016,An unexpected journey.
s1250,Lucifer,Movie,Comedy,,,2 Seasons,France,NIL,"Actor C, Actor D",01-08-2005,"Love, betrayal, and drama unfold."
s2353,,TV Show,,22-11-2024,9.3,NIL,UK,NIL,"Actor D, Actor A, Actor B, Actor E",04-04-2019,NIL
s3890,The Witcher,TV Show,,14-05-2002,Not Rated,7 Seasons,France,NIL,"Actor D, Actor A, Actor B, Actor C, Actor E",NIL,"Love, betrayal, and drama unfold."
s807,Bird Box,Movie,Romance,07-12-2014,Not Rated,4 Seasons,UK,NIL,"Actor F, Actor D, Actor E, Actor B, Actor C",09-10-2015,"Love, betrayal, and drama unfold."
s3300,The Irishman,TV Show,Unknown/Action,08-09-2013,NIL,178 min,South Korea,,"Actor D, Actor E, Actor B",06-03-2007,NIL
s4743,Wednesday,Movie,Crime,27-05-2010,5.1,NIL,UK,Multiple Directors,"Actor A, Actor E, Actor C",01-04-2022,
s3150,Lucifer,TV Show,Horror,27-03-2018,Not Rated,NIL,Canada,John Doe,"Actor B, Actor C",NIL,"Love, betrayal, and drama unfold."
s4868,Peaky Blinders,Movie,Documentary,29-03-2022,6.2,NIL,USA,John Doe,"Actor F, Actor D, Actor C, Actor B",NIL,An unexpected journey.
s3088,Red Notice,Movie,Crime,03-02-2008,Not Rated,NIL,USA,NIL,"Actor C, Actor B, Actor A, Actor E, Actor F",,"Love, betrayal, and drama unfold."
s240,Red Notice,Movie,Comedy,23-05-2005,7.1,NIL,UK,John Doe,"Actor E, Actor B",25-10-2004,A thrilling story of survival.
s1821,,Movie,Thriller,08-11-2020,NIL,1 Seasons,UK,NIL,Actor E,03-10-2016,NIL
s106,Money Heist,Movie,Sci-Fi,,6.9,NIL,India,NIL,"Actor C, Actor D, Actor E",20-09-2011,A thrilling story of survival.
s1238,Narcos,TV Show,Thriller,23-02-2004,Not Rated,145 min,France,,"Actor A, Actor B, Actor C, Actor D",26-12-2007,Based on true events.
s3341,The Crown,,Documentary,26-03-2006,NIL,NIL,South Korea,NIL,"Actor B, Actor C, Actor A, Actor D",31-12-2023,
s1003,The Witcher,Movie,Drama,,Not Rated,2 Seasons,UK,,"Actor F, Actor D, Actor B, Actor C, Actor A",03-01-2021,
s3233,Extraction,Movie,Romance,16-02-2022,4.4,,,John Doe,"Actor A, Actor F, Actor B, Actor E",15-06-2024,NIL
s1960,NIL,Movie,,17-04-2006,8.9,NIL,France,Jane Smith,,22-06-2004,A thrilling story of survival.
s2184,Squid Game,TV Show,Sci-Fi,25-12-2008,8.2,87 min,France,NIL,"Actor A, Actor F",08-06-2015,"Love, betrayal, and drama unfold."
s1411,Enola Holmes,,Thriller,09-02-2011,8.1,6 Seasons,UK,,"Actor D, Actor C, Actor A",07-01-2012,Based on true events.
s2015,Breaking Bad,TV Show,,28-02-2008,NIL,,USA,John Doe,Actor A,NIL,NIL
s277,Money Heist,TV Show,Romance,20-04-2011,NIL,160 min,South Korea,NIL,"Actor E, Actor C, Actor F, Actor A, Actor D",NIL,"Love, betrayal, and drama unfold."
s1052,Narcos,TV Show,Unknown/Comedy,11-12-2013,Not Rated,156 min,UK,John Doe,Actor C,,Based on true events.
s2624,Squid Game,TV Show,Comedy,15-02-2002,Not Rated,5 Seasons,Japan,NIL,Actor D,26-04-2018,
s3947,You,,Comedy,17-06-2006,NIL,2 Seasons,Japan,Jane Smith,Actor C,16-03-2009,An unexpected journey.
,Dark,TV Show,,,,NIL,South Korea,Multiple Directors,"Actor A, Actor C, Actor F",12-02-2000,NIL
s940,The Night Agent,TV Show,,28-11-2001,,,South Korea,John Doe,Actor A,28-10-2009,
s4124,Enola Holmes,Movie,Comedy,12-07-2010,8.9,169 min,Spain,Multiple Directors,Actor A,15-07-2018,Based on true events.
s294,Squid Game,Movie,Drama,26-04-2005,NIL,118 min,India,Multiple Directors,"Actor E, Actor A, Actor C",26-01-2012,NIL
s2489,Extraction,Movie,Documentary,,,3 Seasons,UK,NIL,"Actor A, Actor E, Actor F, Actor C",NIL,A thrilling story of survival.
s2654,Lucifer,TV Show,Drama,25-01-2017,NIL,7 Seasons,USA,,"Actor C, Actor F, Actor A",23-06-2014,A thrilling story of survival.
s3176,Bird Box,Movie,,20-05-2004,6.5,3 Seasons,Germany,John Doe,Actor A,03-10-2018,A thrilling story of survival.
s56,Wednesday,TV Show,Crime,16-11-2020,,NIL,India,NIL,"Actor C, Actor A, Actor D, Actor E",29-11-2023,NIL
s420,Wednesday,Movie,Sci-Fi,,NIL,7 Seasons,Germany,Multiple Directors,"Actor C, Actor E, Actor B, Actor D",08-01-2009,NIL
s5000,Lucifer,,Documentary,23-11-2008,Not Rated,NIL,France,NIL,"Actor D, Actor E, Actor A, Actor B, Actor F",16-05-2007,NIL
s1911,Breaking Bad,Movie,Documentary,29-10-2014,Not Rated,,Spain,John Doe,Actor E,19-07-2005,"Love, betrayal, and drama unfold."
s207,Stranger Things,TV Show,,18-09-2019,Not Rated,NIL,UK,NIL,"Actor D, Actor E, Actor A",17-02-2022,NIL
s3537,The Witcher,TV Show,Documentary,30-09-2017,6.7,NIL,South Korea,NIL,"Actor D, Actor F, Actor C",NIL,
s3649,Enola Holmes,Movie,Comedy,05-11-2010,9,122 min,USA,NIL,Actor C,24-07-2015,A thrilling story of survival.
s1158,The Night Agent,Movie,Drama,01-05-2015,5.7,NIL,Japan,John Doe,"Actor B, Actor E",07-03-2001,NIL
s2585,Breaking Bad,TV Show,Action,,Not Rated,NIL,UK,NIL,"Actor B, Actor A, Actor C, Actor E, Actor D",13-03-2007,
s3671,Black Mirror,TV Show,Drama,10-11-2004,Not Rated,NIL,USA,NIL,"Actor A, Actor F, Actor E, Actor B, Actor C",02-11-2018,An unexpected journey.
s2208,Extraction,Movie,Comedy,,9.1,128 min,Spain,John Doe,"Actor C, Actor A, Actor D, Actor E",24-01-2023,NIL
,The Irishman,Movie,Crime,23-09-2002,9.1,78 min,Japan,Multiple Directors,,08-06-2007,A thrilling story of survival.
,Red Notice,Movie,Comedy,02-01-2002,5.1,1 Seasons,,Multiple Directors,"Actor A, Actor C, Actor D",,NIL
s1820,Squid Game,Movie,Documentary,14-01-2001,NIL,NIL,Germany,NIL,Actor B,17-09-2017,"Love, betrayal, and drama unfold."
s637,Extraction,TV Show,Romance,03-05-2000,Not Rated,92 min,Spain,,"Actor E, Actor A, Actor B",14-02-2017,NIL
s706,Squid Game,Movie,,12-07-2001,NIL,NIL,Germany,John Doe,"Actor B, Actor D, Actor E, Actor F",NIL,NIL
s2102,,TV Show,Unknown/Romance,15-05-2002,NIL,99 min,France,Multiple Directors,"Actor D, Actor C, Actor B, Actor A",04-07-2004,"Love, betrayal, and drama unfold."
s1522,Ozark,,Documentary,10-11-2007,Not Rated,7 Seasons,,,"Actor B, Actor E, Actor D, Actor F",25-05-2024,Based on true events.
s833,,Movie,Action,19-12-2010,4.9,NIL,Japan,Multiple Directors,"Actor D, Actor B, Actor C, Actor E",27-03-2010,"Love, betrayal, and drama unfold."
,,TV Show,,12-07-2018,NIL,3 Seasons,Germany,NIL,"Actor B, Actor E",NIL,Based on true events.
s1016,Ozark,TV Show,Romance,18-12-2018,NIL,NIL,UK,Jane Smith,Actor F,12-03-2022,NIL
s4168,Ozark,TV Show,Sci-Fi,08-10-2015,Not Rated,NIL,Canada,Jane Smith,"Actor E, Actor A, Actor D, Actor B",18-01-2005,NIL
s2483,Extraction,TV Show,Drama,26-11-2006,6.5,136 min,Spain,NIL,Actor E,20-06-2010,Based on true events.
